"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
16228,"Harvard University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,3.4,164,166,4,"American","9/2/10",1265691600,29,4.2
16229,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,4,156,166,3.5,"International","9/2/10",1265691600,68,8.7
16230,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16231,"University Of Southern California (USC)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,50,5.7
16232,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16233,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,NA,NA
16234,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,85,12.3
16235,"Massachusetts Institute Of Technology (MIT)","ECE","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,85,12.3
16236,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,85,12.3
16237,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16238,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16239,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,85,12.3
16240,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16241,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16242,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16243,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16244,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,3.72,156,166,3.5,"International","9/2/10",1265691600,68,8.7
16245,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,143,166,3,"International","9/2/10",1265691600,68,8.7
16246,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16247,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16248,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","9/2/10",1265691600,37,5
16249,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16250,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16251,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16252,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16253,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16254,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16255,"Cornell University","CS","MS","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16256,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16257,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16258,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16259,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16260,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16261,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16262,"Cornell University","CS","MS","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16263,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16264,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16265,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16266,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16267,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16268,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16269,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16270,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16271,"Carnegie Mellon University (CMU)","ECE","PhD","F10","Accepted","E-mail","2-Feb-10",1265086800,NA,NA,NA,NA,"International","9/2/10",1265691600,152,18.1
16272,"Columbia University","CS","PhD","F10","Rejected","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","9/2/10",1265691600,47,5.8
16273,"Princeton University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,51,5.3
16274,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,37,5
16275,"Columbia University","CS","PhD","F10","Rejected","Website","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,47,5.8
16276,"Columbia University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,47,5.8
16277,"Columbia University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,47,5.8
16278,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16279,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16280,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16281,"Worcester Polythchnic Institute (WPI)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,20,1.5
16282,"Yale University","CS","MS","F10","Accepted","Website","2-Aug-10",1265605200,NA,NA,NA,NA,"International","9/2/10",1265691600,26,2.5
16283,"Georgia Institute Of Technology (GTech)","ECE","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,3.7,168,166,5,"International","9/2/10",1265691600,73,6.7
16284,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16285,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,68,8.7
16286,"Columbia University","CS","PhD","F10","Rejected","E-mail","2-Aug-10",1265605200,NA,168,164,3.5,"International","9/2/10",1265691600,47,5.8
16287,"Northeastern University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,170,166,5.5,"International","9/2/10",1265691600,55,4.7
16288,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16289,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16290,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,3.77,140,166,3.5,"International with US Degree","9/2/10",1265691600,37,5
16291,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,37,5
16292,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","9/2/10",1265691600,68,8.7
16293,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","9/2/10",1265691600,37,5
16294,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,37,5
16295,"University Of California, Berkeley (UCB)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,3.8,170,147,4.5,"International","9/2/10",1265691600,83,11.1
16296,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,37,5
16297,"Georgia Institute Of Technology (GTech)","ECE","MS","F10","Accepted","Postal Service","2-Aug-10",1265605200,3.5,167,166,6,"American","9/2/10",1265691600,73,6.7
16298,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,37,5
16299,"Cornell University","CS","PhD","F10","Wait listed","E-mail","2-Aug-10",1265605200,3.96,158,164,5,"International","8/2/10",1265605200,68,8.7
16300,"Georgia Institute Of Technology (GTech)","ECE","MS","F10","Accepted","Postal Service","2-Aug-10",1265605200,3.58,153,166,4,"American","8/2/10",1265605200,73,6.7
16301,"University Of California, Berkeley (UCB)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,3.82,162,166,5,"American","8/2/10",1265605200,83,11.1
16302,"University Of California, Berkeley (UCB)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","8/2/10",1265605200,83,11.1
16303,"Yale University","CS","PhD","F10","Accepted","Website","2-Aug-10",1265605200,NA,NA,NA,NA,"American","8/2/10",1265605200,26,2.5
16304,"Yale University","CS","MS","F10","Accepted","Website","2-Aug-10",1265605200,NA,157,166,4,"International","8/2/10",1265605200,26,2.5
16305,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","8/2/10",1265605200,68,8.7
16306,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","8/2/10",1265605200,68,8.7
16307,"University Of Michigan, Ann Arbor (UMich)","ECE","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","8/2/10",1265605200,63,8.6
16308,"University Of California, Berkeley (UCB)","CS","MS","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","8/2/10",1265605200,83,11.1
16309,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,4,140,166,3.5,"International","8/2/10",1265605200,68,8.7
16310,"University Of California, Berkeley (UCB)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","8/2/10",1265605200,83,11.1
16311,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","8/2/10",1265605200,46,5.6
16312,"University Of California, Berkeley (UCB)","ECE","PhD","F10","Accepted","E-mail","2-Jun-10",1265432400,3.96,160,166,5,"American","8/2/10",1265605200,83,11.1
16313,"Cornell University","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","8/2/10",1265605200,68,8.7
16314,"University Of Southern California (USC)","ECE","PhD","F10","Accepted","Phone","2-Aug-10",1265605200,NA,NA,NA,NA,"International","8/2/10",1265605200,50,5.7
16315,"Purdue University","CS","PhD","F10","Accepted","E-mail","2-Apr-10",1265259600,NA,NA,NA,NA,"International","8/2/10",1265605200,53,4.8
16316,"University Of Illinois, Chicago (UIC)","CS","PhD","F10","Accepted","Postal Service","2-Jan-10",1265000400,3.75,160,166,5,"American","8/2/10",1265605200,33,2.8
16317,"Brown University","CS","PhD","F10","Rejected","Other","2-Jul-10",1265518800,NA,NA,NA,NA,"International with US Degree","7/2/10",1265518800,26,3.3
16318,"Cornell University","CS","PhD","F10","Accepted","Phone","2-Jul-10",1265518800,NA,NA,NA,NA,"American","7/2/10",1265518800,68,8.7
16319,"University Of California, Berkeley (UCB)","CS","PhD","F10","Accepted","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","7/2/10",1265518800,83,11.1
16320,"Purdue University","CS","PhD","F10","Accepted","E-mail","30-01-2010",1264827600,NA,NA,NA,NA,"International with US Degree","7/2/10",1265518800,53,4.8
16321,"Georgia Institute Of Technology (GTech)","ECE","MS","F10","Accepted","Postal Service","2-Jun-10",1265432400,3.66,170,163,5,"American","7/2/10",1265518800,73,6.7
16322,"Harvard University","CS","PhD","F10","Accepted","Phone","2-Jun-10",1265432400,NA,NA,NA,NA,"International with US Degree","7/2/10",1265518800,29,4.2
16323,"University Of California, San Diego (UCSD)","CS","PhD","F10","Accepted","E-mail","2-Apr-10",1265259600,3.82,162,166,5,"American","7/2/10",1265518800,53,6.9
16324,"Brown University","CS","PhD","F09","Accepted","Phone","2-Apr-10",1265259600,NA,NA,NA,NA,"American","6/2/10",1265432400,26,3.3
16325,"University Of Illinois, Urbana-Champaign (UIUC)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"American","6/2/10",1265432400,83,9.9
16326,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"American","6/2/10",1265432400,152,18.1
16327,"University Of California, Berkeley (UCB)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,3.86,167,166,4.5,"International with US Degree","6/2/10",1265432400,83,11.1
16328,"University Of Illinois, Urbana-Champaign (UIUC)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International","6/2/10",1265432400,83,9.9
16329,"Carnegie Mellon University (CMU)","CS","PhD","F10","Accepted","E-mail","26-01-2010",1264482000,NA,NA,NA,NA,"International","6/2/10",1265432400,152,18.1
16330,"Yale University","CS","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,3.78,158,163,3.5,"International","6/2/10",1265432400,26,2.5
16331,"Yale University","CS","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,26,2.5
16332,"Yale University","CS","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,26,2.5
16333,"Yale University","CS","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,26,2.5
16334,"Yale University","CS","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,26,2.5
16335,"Cornell University","ECE","PhD","F10","Rejected","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,68,8.7
16336,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-Jun-10",1265432400,NA,NA,NA,NA,"International","6/2/10",1265432400,152,18.1
16337,"University Of Minnesota, Twin Cities (UMN)","ECE","PhD","F10","Rejected","E-mail","28-12-2009",1261976400,NA,NA,NA,NA,"International with US Degree","6/2/10",1265432400,37,3.1
16338,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,3.8,158,166,5,"International","5/2/10",1265346000,152,18.1
16339,"Cornell University","ECE","PhD","F10","Rejected","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International with US Degree","5/2/10",1265346000,68,8.7
16340,"University Of Illinois, Urbana-Champaign (UIUC)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International","5/2/10",1265346000,83,9.9
16341,"Yale University","CS","PhD","F10","Rejected","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International","5/2/10",1265346000,26,2.5
16342,"Carnegie Mellon University (CMU)","CS","PhD","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"American","5/2/10",1265346000,152,18.1
16343,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International with US Degree","5/2/10",1265346000,152,18.1
16344,"Yale University","CS","PhD","F10","Rejected","Website","2-May-10",1265346000,3.31,149,163,3.5,"International","5/2/10",1265346000,26,2.5
16345,"Yale University","CS","PhD","F10","Rejected","Website","2-May-10",1265346000,NA,NA,NA,NA,"International","5/2/10",1265346000,26,2.5
16346,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"American","5/2/10",1265346000,152,18.1
16347,"Yale University","CS","PhD","F10","Rejected","E-mail","2-May-10",1265346000,NA,NA,NA,NA,"International","5/2/10",1265346000,26,2.5
